ID,Name,Address,Zip,Date,Result
3515,Gainesville Job Corps Center,5301 NE 40th Terrace,32609,7/12/16,Satisfactory
5882,Gainesville Job Corps Center,5301 NE 40th Terrace,32609,10/10/16,Satisfactory
6465,Gainesville Job Corps Center,5301 NE 40th Terrace,32609,1/3/17,Satisfactory
4238,Gainesville Job Corps Center (Culinary),5301 NE 40th Terrace,32609,5/12/16,Satisfactory
6834,Gainesville Job Corps Center (Culinary),5301 NE 40th Terrace,32609,7/12/16,Satisfactory
5341,Gainesville Job Corps Center (Culinary),5301 NE 40th Terrace,32609,10/10/16,Satisfactory
6524,Gainesville Job Corps Center (Culinary),5301 NE 40th Terrace,32609,1/3/17,Satisfactory
4029,Gainesville Little Theatre dba Gainesville Community Playhouse,4039 NW 16th Boulevard,32605,9/23/16,Satisfactory
9272,Gainesville Shrine Club,8100 SW Archer Road,32608,8/24/16,Unsatisfactory
9285,Gainesville Shrine Club,8100 SW Archer Road,32608,3/8/17,Satisfactory
8546,Gainesville Shrine Club,8100 SW Archer Road,32608,10/6/16,Satisfactory
2556,Gainesville Work Camp,700 NE 55th Boulevard,32641,6/13/16,Satisfactory
7955,Gainesville Work Camp,700 NE 55th Boulevard,32641,7/18/16,Satisfactory
6644,Gainesville Work Camp,700 NE 55th Boulevard,32641,10/13/16,Satisfactory
7965,Gainesville Work Camp,700 NE 55th Boulevard,32641,1/17/17,Satisfactory
5733,Gamma Iota Chapter of Alpha Chi Omega Sorority,820 W Panhellenic Drive,32601,9/27/16,Satisfactory
5544,Gamma Iota Chapter of Alpha Chi Omega Sorority,820 W Panhellenic Drive,32601,1/17/17,Satisfactory
4299,Gator Corner Dining Center,N/S Drive & Stadium Road,32611,8/2/16,Satisfactory
4148,Gator Corner Dining Center,N/S Drive & Stadium Road,32611,11/30/16,Satisfactory
7178,"Genesis Preparatory School of Gainesville, Inc.",207 NW 23rd Avenue,32609,4/27/16,Satisfactory
9057,"Genesis Preparatory School of Gainesville, Inc.",207 NW 23rd Avenue,32609,10/28/16,Satisfactory
5343,GFWC Gainesville Woman's Club  Inc,2809 W University Avenue,32607,9/7/16,Satisfactory
5329,GFWC Gainesville Woman's Club  Inc,2809 W University Avenue,32607,2/9/17,Satisfactory
9730,"GHOB, LLC, dba Gainesville House of Beer",19 W University Avenue,32601,12/21/16,Unsatisfactory
4258,"GHOB, LLC, dba Gainesville House of Beer",19 W University Avenue,32601,12/29/16,Satisfactory
4073,"Girls Place, Inc.",2101 NW 39th Avenue,32605,4/22/16,Satisfactory
5829,"Girls Place, Inc.",2101 NW 39th Avenue,32605,2/28/17,Unsatisfactory
1515,"Girls Place, Inc.",2101 NW 39th Avenue,32605,3/14/17,Satisfactory
8757,Glen Springs Elementary,2826 NW 31st Avenue,32605,4/19/16,Satisfactory
1589,Glen Springs Elementary,2826 NW 31st Avenue,32605,8/29/16,Satisfactory
3562,Glen Springs Elementary,2826 NW 31st Avenue,32605,10/5/16,Satisfactory
9867,Glen Springs Elementary,2826 NW 31st Avenue,32605,1/10/17,Satisfactory
1352,Glen Springs Elementary,2826 NW 31st Avenue,32605,4/29/16,Satisfactory
8861,Gold Room Nightclub & Lounge,11 SW 1st Street,32601,4/28/16,Satisfactory
8906,Gold Room Nightclub & Lounge,11 SW 1st Street,32601,2/17/17,Unsatisfactory
3921,Gold Room Nightclub & Lounge,11 SW 1st Street,32601,3/1/17,Satisfactory
6762,Graham Oasis,Graham SW North-South Drive-UF,32611,8/18/16,Satisfactory
4374,Graham Oasis,Graham SW North-South Drive-UF,32611,11/30/16,Satisfactory
1836,Graham Oasis,Graham SW North-South Drive-UF,32611,3/22/17,Satisfactory
2360,Grog House,1718 W University Avenue,32603,9/22/16,Satisfactory
8442,Haisley Lynch American Legion  Post 16,4701 NW 6th Street,32609,4/25/16,Satisfactory
2137,Haisley Lynch American Legion  Post 16,4701 NW 6th Street,32609,7/25/16,Satisfactory
1950,Haisley Lynch American Legion  Post 16,4701 NW 6th Street,32609,10/18/16,Satisfactory
3659,Haisley Lynch American Legion  Post 16,4701 NW 6th Street,32609,1/17/17,Satisfactory
9923,Harbor Chase of Gainesville,1415 Fort Clarke Boulevard,32606,6/3/16,Satisfactory
7267,Harbor Chase of Gainesville,1415 Fort Clarke Boulevard,32606,9/22/16,Satisfactory
1543,Harbor Chase of Gainesville,1415 Fort Clarke Boulevard,32606,12/30/16,Satisfactory
5643,Harbor Chase of Gainesville,1415 Fort Clarke Boulevard,32606,2/16/17,Satisfactory
9064,Hardback Cafe,211 W University Avenue,32601,12/22/16,Satisfactory
1544,Heartwood Soundstage,619 S Main Street,32601,2/20/17,Satisfactory
7667,Heartwood Soundstage,619 S Main Street,32601,2/20/17,Satisfactory
5485,Hidden Oak Elementary,2100 Fort Clarke Boulevard,32606,4/5/16,Satisfactory
7766,Hidden Oak Elementary,2100 Fort Clarke Boulevard,32606,6/8/16,Satisfactory
4325,Hidden Oak Elementary,2100 Fort Clarke Boulevard,32606,11/10/16,Satisfactory
1418,Hidden Oak Elementary,2100 Fort Clarke Boulevard,32606,1/10/17,Satisfactory
9528,High Dive Bar & Venue,"210 SW 2nd Avenue, Suite A",32601,9/23/16,Satisfactory
4203,Hippodrome State Theatre,25 SE 2nd Place,32601,9/22/16,Satisfactory
5064,Hippodrome State Theatre,25 SE 2nd Place,32601,2/17/17,Satisfactory
7830,Hookah Nite Cafe,2614 SW 34th Street,32608,2/16/17,Satisfactory
6408,Hop Top Lounge,1207 SW 16th Avenue,32601,10/13/16,Satisfactory
5152,Howard Bishop Middle School,1901 N E 9th Street,32609,5/23/16,Satisfactory
1262,Howard Bishop Middle School,1901 N E 9th Street,32609,6/20/16,Satisfactory
8502,Howard Bishop Middle School,1901 N E 9th Street,32609,10/11/16,Satisfactory
5073,Howard Bishop Middle School,1901 N E 9th Street,32609,1/4/17,Satisfactory
1321,Howard Bishop Middle School,1901 N E 9th Street,32609,5/5/16,Satisfactory
7863,Howard Bishop Middle School,1901 N E 9th Street,32609,4/28/16,Satisfactory
2207,Hub Chick-Fil-A,100 Stadium Drive,32611,6/17/16,Satisfactory
7751,Hub Chick-Fil-A,100 Stadium Drive,32611,9/9/16,Satisfactory
5188,Hub Chick-Fil-A,100 Stadium Drive,32611,11/10/16,Satisfactory
2888,Hub Chick-Fil-A,100 Stadium Drive,32611,3/2/17,Satisfactory
3989,Hub Einstein's Bagels,100 Stadium Drive,32611,6/17/16,Satisfactory
1994,Hub Einstein's Bagels,100 Stadium Drive,32611,9/9/16,Satisfactory
1157,Hub Einstein's Bagels,100 Stadium Drive,32611,11/10/16,Satisfactory
4288,Hub Einstein's Bagels,100 Stadium Drive,32611,3/2/17,Unsatisfactory
1493,Hub Einstein's Bagels,100 Stadium Drive,32611,3/15/17,Satisfactory
2429,Hunters Crossing Place-Assisted Living,4601 NW 52nd Avenue,32653,3/7/17,Satisfactory
7931,Hunters Crossing Place-Memory Care,4607 NW 52nd Avenue,32653,3/7/17,Satisfactory
6344,Idylwild Elementary School,4601 SW 20th Terrace,32608,5/6/16,Satisfactory
5592,Idylwild Elementary School,4601 SW 20th Terrace,32608,8/17/16,Satisfactory
1851,Idylwild Elementary School,4601 SW 20th Terrace,32608,11/8/16,Satisfactory
1120,Idylwild Elementary School,4601 SW 20th Terrace,32608,2/15/17,Satisfactory
4789,Interface Youth Program,1400 NW 29th Road,32605,5/3/16,Satisfactory
8959,Interface Youth Program,1400 NW 29th Road,32605,7/14/16,Satisfactory
6002,Interface Youth Program,1400 NW 29th Road,32605,10/13/16,Satisfactory
7342,Interface Youth Program,1400 NW 29th Road,32605,1/10/17,Satisfactory
1820,Jack's Bar,20 S Main Street,32601,2/17/17,Satisfactory
3209,Jasmine Pointe,2781 NW 77th Boulevard,32606,6/20/16,Satisfactory
4070,Jasmine Pointe,2781 NW 77th Boulevard,32606,8/29/16,Satisfactory
1425,Jasmine Pointe,2781 NW 77th Boulevard,32606,11/7/16,Satisfactory
7034,Jasmine Pointe,2781 NW 77th Boulevard,32606,1/13/17,Satisfactory
7190,Java City New Engineering Bldg,"New Engineering, Building",32611,9/8/16,Satisfactory
6081,Java City New Engineering Bldg,"New Engineering, Building",32611,11/10/16,Satisfactory
3619,JJ Finley Elementary School,1912 NW 5th Avenue,32603,5/12/16,Satisfactory
3920,JJ Finley Elementary School,1912 NW 5th Avenue,32603,7/7/16,Satisfactory
5761,JJ Finley Elementary School,1912 NW 5th Avenue,32603,10/11/16,Satisfactory
4042,JJ Finley Elementary School,1912 NW 5th Avenue,32603,1/11/17,Satisfactory
9588,JJ Finley Elementary School,1912 NW 5th Avenue,32603,4/29/16,Satisfactory
9383,Kanapaha Middle School,5005 SW 75 Street,32608,8/17/16,Satisfactory
1416,Kanapaha Middle School,5005 SW 75 Street,32608,11/15/16,Satisfactory
9670,Kanapaha Middle School,5005 SW 75 Street,32608,2/16/17,Satisfactory
8864,Kappa Alpha Order,763 Fraternity Row,32603,8/26/16,Satisfactory
2547,Kappa Alpha Order,763 Fraternity Row,32603,11/28/16,Unsatisfactory
9784,Kappa Alpha Order,763 Fraternity Row,32603,3/22/17,Satisfactory
6332,Kappa Alpha Order,763 Fraternity Row,32603,12/2/16,Satisfactory
2979,Kappa Alpha Theta Sorority,715 SW 10 Street,32601,4/14/16,Satisfactory
9226,Kappa Alpha Theta Sorority,715 SW 10 Street,32601,9/27/16,Satisfactory
7386,Kappa Alpha Theta Sorority,715 SW 10 Street,32601,12/9/16,Satisfactory
7000,Kappa Delta Sorority,1122 E Panhellenic Drive,32601,9/28/16,Satisfactory
2704,Kappa Delta Sorority,1122 E Panhellenic Drive,32601,1/18/17,Satisfactory
5758,Kappa Kappa Gamma,401 SW 13th Street,32601,3/30/16,Satisfactory
6774,Kappa Kappa Gamma,401 SW 13th Street,32601,9/13/16,Satisfactory
4089,Kappa Kappa Gamma,401 SW 13th Street,32601,1/10/17,Satisfactory
5869,Kappa Phi Epsilon,1002 W University Avenue,32601,4/14/16,Unsatisfactory
8754,Kappa Phi Epsilon,1002 W University Avenue,32601,9/29/16,Satisfactory
3128,Kappa Phi Epsilon,1002 W University Avenue,32601,1/20/17,Satisfactory
8737,Kappa Phi Epsilon,1002 W University Avenue,32601,4/19/16,Satisfactory
6647,Kappa Sigma,1120 SW 9th Road,32601,4/14/16,Unsatisfactory
6427,Kappa Sigma,1120 SW 9th Road,32601,9/28/16,Satisfactory
6444,Kappa Sigma,1120 SW 9th Road,32601,12/7/16,Satisfactory
6356,Kappa Sigma,1120 SW 9th Road,32601,4/15/16,Satisfactory
5113,Katie S Pressly Softball Stadium,UF Women Softball,32604,9/21/16,Satisfactory
6724,La Fortuna Latin Restaurant & Deli,3000 NW 83rd Street,32606,6/20/16,Satisfactory
5755,La Fortuna Latin Restaurant & Deli,3000 NW 83rd Street,32606,8/3/16,Satisfactory
1418,La Fortuna Latin Restaurant & Deli,3000 NW 83rd Street,32606,11/8/16,Satisfactory
4357,La Fortuna Latin Restaurant & Deli,3000 NW 83rd Street,32606,1/18/17,Satisfactory
4869,Lake Forest Elementary School,4401 SE 4 Avenue,32641,5/5/16,Satisfactory
1902,Lake Forest Elementary School,4401 SE 4 Avenue,32641,8/16/16,Satisfactory
2888,Lake Forest Elementary School,4401 SE 4 Avenue,32641,11/3/16,Satisfactory
4404,Lake Forest Elementary School,4401 SE 4 Avenue,32641,1/31/17,Satisfactory
8491,Lambda Chi Alpha Fraternity,2274 Museum Road,32603,3/31/16,Satisfactory
3114,Lambda Chi Alpha Fraternity,2274 Museum Road,32603,9/21/16,Unsatisfactory
8546,Lambda Chi Alpha Fraternity,2274 Museum Road,32603,11/28/16,Satisfactory
2919,Lambda Chi Alpha Fraternity,2274 Museum Road,32603,3/23/17,Satisfactory
4708,Lambda Chi Alpha Fraternity,2274 Museum Road,32603,10/5/16,Unsatisfactory
8591,Law School Starbucks,3 SW 2nd Avenue,32611,8/5/16,Incomplete
4486,Law School Starbucks,3 SW 2nd Avenue,32611,8/18/16,Satisfactory
1525,Law School Starbucks,3 SW 2nd Avenue,32611,11/1/16,Satisfactory
8907,Lawton M Chiles Elementary,2525 Schoolhouse Road,32607,5/16/16,Incomplete
6456,Lawton M Chiles Elementary,2525 Schoolhouse Road,32607,5/20/16,Satisfactory
5084,Lawton M Chiles Elementary,2525 Schoolhouse Road,32607,8/23/16,Satisfactory
7076,Lawton M Chiles Elementary,2525 Schoolhouse Road,32607,11/15/16,Satisfactory
5950,Lawton M Chiles Elementary,2525 Schoolhouse Road,32607,2/6/17,Satisfactory
6307,Lillians Music Store,112 SE 1st Street,32601,12/21/16,Satisfactory
9414,Lincoln Middle School,1001 SE 12th Street,32641,5/5/16,Satisfactory
5044,Lincoln Middle School,1001 SE 12th Street,32641,8/16/16,Satisfactory
8874,Lincoln Middle School,1001 SE 12th Street,32641,11/3/16,Satisfactory
8283,Lincoln Middle School,1001 SE 12th Street,32641,2/1/17,Satisfactory
2515,Little Hall Express,#556 Stadium Road,32611,8/3/16,Satisfactory
8096,Little Hall Express,#556 Stadium Road,32611,11/8/16,Satisfactory
7949,Little Hall Express,#556 Stadium Road,32611,3/22/17,Satisfactory
6812,Littlewood Elementary School,812 NW 34th Street,32605,4/27/16,Satisfactory
1206,Littlewood Elementary School,812 NW 34th Street,32605,8/29/16,Satisfactory
4404,Littlewood Elementary School,812 NW 34th Street,32605,10/11/16,Satisfactory
3863,Littlewood Elementary School,812 NW 34th Street,32605,1/9/17,Satisfactory
6070,Littlewood Elementary School,812 NW 34th Street,32605,4/28/16,Satisfactory
1026,Littlewood Elementary School,812 NW 34th Street,32605,6/15/16,Satisfactory
9609,Main Street Billiards,108 S Main Street,32601,12/21/16,Satisfactory
1652,Marjorie K. Rawlings Elementary School,3500 N E 15th Street,32609,5/23/16,Satisfactory
4161,Marjorie K. Rawlings Elementary School,3500 N E 15th Street,32609,6/20/16,Satisfactory
8397,Marjorie K. Rawlings Elementary School,3500 N E 15th Street,32609,10/13/16,Satisfactory
9804,Marjorie K. Rawlings Elementary School,3500 N E 15th Street,32609,1/5/17,Satisfactory
4235,Marjorie K. Rawlings Elementary School,3500 N E 15th Street,32609,4/29/16,Satisfactory
8523,Mark Bostick Golf Course,2800 SW 2 Avenue,32607,5/18/16,Satisfactory
9374,Mark Bostick Golf Course,2800 SW 2 Avenue,32607,8/5/16,Incomplete
8121,Mark Bostick Golf Course,2800 SW 2 Avenue,32607,8/12/16,Satisfactory
8773,Mark Bostick Golf Course,2800 SW 2 Avenue,32607,11/1/16,Satisfactory
3292,Mark Bostick Golf Course,2800 SW 2 Avenue,32607,2/6/17,Satisfactory
4195,McKethan Stadium,U F Baseball Stadium Gville,32604,9/21/16,Satisfactory
4742,McKethan Stadium,U F Baseball Stadium Gville,32604,3/3/17,Satisfactory
7807,Meadowbrook Elementary School,11525 NW 39th Avenue,32606,6/9/16,Satisfactory
7505,Meadowbrook Elementary School,11525 NW 39th Avenue,32606,10/26/16,Satisfactory
3556,Meadowbrook Elementary School,11525 NW 39th Avenue,32606,4/29/16,Satisfactory
7612,Metcalfe Elementary School,1250 NE 18 Avenue,32609,5/23/16,Satisfactory
4754,Metcalfe Elementary School,1250 NE 18 Avenue,32609,6/20/16,Satisfactory
6335,Metcalfe Elementary School,1250 NE 18 Avenue,32609,10/13/16,Satisfactory
5606,Metcalfe Elementary School,1250 NE 18 Avenue,32609,1/11/17,Satisfactory
2267,Metcalfe Elementary School,1250 NE 18 Avenue,32609,4/29/16,Satisfactory
4162,Munegin's On 13th,4005 NW 13th Street,32609,8/1/16,Satisfactory
3662,Munegin's On 13th,4005 NW 13th Street,32609,12/2/16,Satisfactory
5596,MycroSchool 1,2209 NW 13th Street,32609,9/26/16,Satisfactory
3110,MycroSchool 1,2209 NW 13th Street,32609,10/25/16,Satisfactory
5337,MycroSchool 1,2209 NW 13th Street,32609,5/6/16,Satisfactory
2077,NFETC,1200 NE 55 Boulevard,32641,6/13/16,Satisfactory
8426,NFETC,1200 NE 55 Boulevard,32641,7/18/16,Satisfactory
9535,NFETC,1200 NE 55 Boulevard,32641,10/10/16,Satisfactory
3150,NFETC,1200 NE 55 Boulevard,32641,1/5/17,Satisfactory
7475,"North Central Florida Hospice, Inc.",4200 NW 90 Boulevard,32606,4/13/16,Satisfactory
3499,"North Central Florida Hospice, Inc.",4200 NW 90 Boulevard,32606,7/8/16,Satisfactory
6808,"North Central Florida Hospice, Inc.",4200 NW 90 Boulevard,32606,1/6/17,Satisfactory
4275,"North Central Florida Hospice, Inc.",4200 NW 90 Boulevard,32606,10/26/16,Satisfactory
3223,North Florida Evaluation & Treatment Center,1200 NE 55th Boulevard,32641,6/13/16,Satisfactory
9880,North Florida Evaluation & Treatment Center,1200 NE 55th Boulevard,32641,10/10/16,Satisfactory
3408,North Florida Retirement Village,8000 NW 27th Boulevard,32606,5/9/16,Satisfactory
6262,North Florida Retirement Village,8000 NW 27th Boulevard,32606,8/29/16,Satisfactory
9528,North Florida Retirement Village,8000 NW 27th Boulevard,32606,11/7/16,Satisfactory
9531,North Florida Retirement Village,8000 NW 27th Boulevard,32606,1/13/17,Satisfactory
6183,North Florida Retirement Village Bar/Lounge,8000 NW 27th Boulevard,32606,5/9/16,Satisfactory
3248,North Florida Retirement Village Bar/Lounge,8000 NW 27th Boulevard,32606,11/7/16,Satisfactory
2701,Oak Hammock @ the University of Florida,5100 SW 25th Boulevard,32608,2/2/17,Satisfactory
6212,Oak Hammock @ the University of Florida (Main Kitchen),2680 SW 53rd Lane,32608,5/18/16,Satisfactory
4652,Oak Hammock @ the University of Florida (Main Kitchen),2680 SW 53rd Lane,32608,8/11/16,Satisfactory
9948,Oak Hammock @ the University of Florida (Main Kitchen),2680 SW 53rd Lane,32608,11/4/16,Satisfactory
2647,Oak Hammock @ the University of Florida (Main Kitchen),2680 SW 53rd Lane,32608,2/2/17,Satisfactory
2724,Oak Hammock at the U of Fl Ashton Place Memory Support Kitchen,2670 SW 53rd Lane,32608,4/15/16,Satisfactory
4310,Oak Hammock at the U of Fl Ashton Place Memory Support Kitchen,2670 SW 53rd Lane,32608,2/2/17,Satisfactory
5560,Oak Hammock at U of F. Assisted Living Standard,2680 SW 53rd Lane,32608,4/15/16,Satisfactory
8964,Oak Hammock at U of F. Assisted Living Standard,2680 SW 53rd Lane,32608,8/11/16,Satisfactory
3038,Oak Hammock at U of F. Assisted Living Standard,2680 SW 53rd Lane,32608,11/4/16,Satisfactory
8991,Oak Hammock at U of F. Assisted Living Standard,2680 SW 53rd Lane,32608,2/2/17,Satisfactory
6949,Oak Hammock at U oF Fl  Banyan Place Memory Support,2670 SW 53rd Lane,32608,4/15/16,Satisfactory
1640,Oak Hammock at U oF Fl  Banyan Place Memory Support,2670 SW 53rd Lane,32608,2/2/17,Satisfactory
7177,O'dome Catering Kitchen Stand #1,2132 Stadium Road,32611,1/20/17,Satisfactory
4324,O'dome Catering Kitchen Stand #1,2132 Stadium Road,32611,1/20/17,Satisfactory
4762,One Room Middle School,3930 NE 15th  Street,32609,9/12/16,Satisfactory
2290,One Room Middle School,3930 NE 15th  Street,32609,12/5/16,Satisfactory
8354,"One Room School House Project, Inc.",4180 NE 15th Street,32609,7/22/16,Satisfactory
3665,"One Room School House Project, Inc.",4180 NE 15th Street,32609,12/5/16,Satisfactory
9784,"Orange and Brew, Wingzone",655 Reitz union  Drive,32611,6/27/16,Satisfactory
7853,"Orange and Brew, Wingzone",655 Reitz union  Drive,32611,9/14/16,Satisfactory
9364,"Orange and Brew, Wingzone",655 Reitz union  Drive,32611,11/28/16,Satisfactory
5688,"Orange and Brew, Wingzone",655 Reitz union  Drive,32611,3/16/17,Satisfactory
1586,"PACE Center for Girls, Alachua",1010 SE 4th Avenue,32601,8/12/16,Satisfactory
7244,"PACE Center for Girls, Alachua",1010 SE 4th Avenue,32601,12/13/16,Satisfactory
2490,Painting With a Twist,618 NW 61th Street,32607,12/21/16,Satisfactory
6342,Panda,118 SW J Wayne Reitz Union,32611,6/27/16,Satisfactory
4962,Panda,118 SW J Wayne Reitz Union,32611,8/5/16,Satisfactory
5317,Panda,118 SW J Wayne Reitz Union,32611,11/29/16,Satisfactory
6273,Panda,118 SW J Wayne Reitz Union,32611,3/9/17,Satisfactory
6238,Panda Express,1600 SW Archer Road,32610,6/21/16,Satisfactory
5245,Panda Express,1600 SW Archer Road,32610,8/25/16,Satisfactory
4506,Panda Express,1600 SW Archer Road,32610,11/10/16,Satisfactory
2808,Panda Express,1600 SW Archer Road,32610,2/23/17,Satisfactory
5606,Papa John's,118 SW J Wayne Reitz Union,32611,9/16/16,Satisfactory
8971,Papa John's,118 SW J Wayne Reitz Union,32611,12/1/16,Satisfactory
7889,Papa John's,118 SW J Wayne Reitz Union,32611,3/21/17,Satisfactory
2095,Passage Christian Academy,5121 E University Avenue,32641,8/10/16,Satisfactory
8973,Passage Christian Academy,5121 E University Avenue,32641,2/9/17,Satisfactory
8436,Pediatric Health Choice,"2025 SW 75th Street, Suite 30",32607,5/16/16,Satisfactory
9281,Pediatric Health Choice,"2025 SW 75th Street, Suite 30",32607,8/9/16,Satisfactory
5974,Pediatric Health Choice,"2025 SW 75th Street, Suite 30",32607,10/27/16,Satisfactory
